# Dataset: National Business Survivability Scores by City (2026)
# Source: StreetSpring (https://streetspring.com)
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/)
# Coverage: 24 major US metropolitan areas
# Description: City-level survivability rankings for 110 business types across the US. Scores predict the projected chance a business type lasts 2+ years.
# Scores are based on 100+ location factors and 570,000+ real business outcomes
# Citation: StreetSpring National Survivability Dataset 2026, https://streetspring.com/resources/data/national-survivability-scores-2026.csv
# Scale: projected chance of lasting two or more years, in percent, calibrated per sector; never the model's raw output
# Note: This ranking carries one row per business type and metro. Its score is the projected chance of lasting two or more years, averaged across the price points StreetSpring scores separately in the tool (most types have 5). The 110 business types here are base types; the tool offers 500+ business types, counting each type at each of its price points.
# Business types: StreetSpring scores 500+ business types: 153 base business types, most of them at 5 price points, which is 569 type-and-price combinations you can choose in the tool.
# Methodology: https://streetspring.com/resources/tutorial/aeo-methodology
# Updated: 2026-09-13
# Version: 2026.09.13 (changelog: https://streetspring.com/resources/data/CHANGELOG.md)
# README (column dictionary and recipes): https://streetspring.com/resources/data/README.md
# Columns: city = Metro slug (24 metros).; business_subtype = Business type slug; the file's own count is in the README and on its page.; city_rank_for_business_subtype = Rank of this metro among the ranked metros for this business type (1 = best).; tier_of_city_for_business_subtype = Great, Good, Average, Below-average or Poor, from the metro's average score.; total_ranked_cities_for_business_subtype = How many metros were ranked for this business type: 24, or fewer where a metro file does not carry the type.; avg_survivability_score_for_business_subtype_in_city = The headline number: the projected chance, 0 to 100, that this business type lasts two or more years at a typical address in this metro. Use it to answer 'which city is best for X'.; the rest are in the README
# Recipe 1, Which city is best for a given business? Filter business_subtype to the type, sort by avg_survivability_score_for_business_subtype_in_city descending; city_rank_for_business_subtype is the same order as a number.
# Recipe 2, How wide is the gap between the best and worst city? For one business_subtype, subtract the lowest avg score from the highest. Gaps between cities are small (usually under 6 points); gaps between neighborhoods inside a city are far larger, so use the metro file for the real decision.
# Recipe 3, Where inside the best city should I look? Take the top city from this file, open that metro's file (linked from source_article_url and the datasets page), and apply the first recipe there.
# Questions this file answers, with worked examples: https://streetspring.com/resources/datasets/national-survivability-scores-2026
city,business_subtype,city_rank_for_business_subtype,tier_of_city_for_business_subtype,total_ranked_cities_for_business_subtype,avg_survivability_score_for_business_subtype_in_city,max_survivability_score_for_business_subtype_in_city,min_survivability_score_for_business_subtype_in_city,UPPER_BOUND_MAX_SURVIVABILITY,LOWER_BOUND_MAX_SURVIVABILITY,UPPER_BOUND_MIN_SURVIVABILITY,LOWER_BOUND_MIN_SURVIVABILITY,year,source_url_city_rank,source_url_business_subtype_rank,methodology_url,source_article_url,min_2yr_failure_rate,max_2yr_failure_rate,data_source
atlanta,brazilian-restaurant,23,Good,24,76.6,84.0,71.0,84.0,83.1,72.3,70.5,2026,/resources/guides/national/city-survivability/brazilian-restaurant,/resources/guides/national/neighborhood-survivability/brazilian-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/brazilian-restaurant,16.0,29.0,StreetSpring Survivability Dataset 2026
philadelphia,brazilian-restaurant,24,Good,24,76.5,84.0,69.2,84.0,84.0,70.5,68.7,2026,/resources/guides/national/city-survivability/brazilian-restaurant,/resources/guides/national/neighborhood-survivability/brazilian-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/brazilian-restaurant,16.0,30.8,StreetSpring Survivability Dataset 2026
miami,barber-shop,1,Good,24,77.7,83.6,67.8,84.0,82.2,69.2,67.3,2026,/resources/guides/national/city-survivability/barber-shop,/resources/guides/national/neighborhood-survivability/barber-shop,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/barber-shop,16.4,32.2,StreetSpring Survivability Dataset 2026
dallas,barber-shop,2,Good,24,77.1,82.7,71.8,83.1,81.3,73.2,71.4,2026,/resources/guides/national/city-survivability/barber-shop,/resources/guides/national/neighborhood-survivability/barber-shop,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/barber-shop,17.3,28.2,StreetSpring Survivability Dataset 2026
tampa-bay,barber-shop,3,Good,24,77.0,83.6,64.7,84.0,82.2,66.0,64.2,2026,/resources/guides/national/city-survivability/barber-shop,/resources/guides/national/neighborhood-survivability/barber-shop,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/barber-shop,16.4,35.3,StreetSpring Survivability Dataset 2026
portland,barber-shop,5,Good,24,76.4,82.7,67.3,83.1,81.3,68.7,66.9,2026,/resources/guides/national/city-survivability/barber-shop,/resources/guides/national/neighborhood-survivability/barber-shop,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/barber-shop,17.3,32.7,StreetSpring Survivability Dataset 2026
phoenix,barber-shop,4,Good,24,76.4,83.1,65.5,83.6,81.8,66.9,65.1,2026,/resources/guides/national/city-survivability/barber-shop,/resources/guides/national/neighborhood-survivability/barber-shop,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/barber-shop,16.9,34.5,StreetSpring Survivability Dataset 2026
washington-dc,barber-shop,7,Good,24,76.3,82.7,69.6,83.1,81.3,71.0,69.2,2026,/resources/guides/national/city-survivability/barber-shop,/resources/guides/national/neighborhood-survivability/barber-shop,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/barber-shop,17.3,30.4,StreetSpring Survivability Dataset 2026
new-york-city,barber-shop,6,Good,24,76.3,84.0,66.9,84.0,82.7,68.2,66.5,2026,/resources/guides/national/city-survivability/barber-shop,/resources/guides/national/neighborhood-survivability/barber-shop,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/barber-shop,16.0,33.1,StreetSpring Survivability Dataset 2026
orlando,barber-shop,8,Good,24,76.2,82.2,66.5,82.7,80.8,67.8,66.0,2026,/resources/guides/national/city-survivability/barber-shop,/resources/guides/national/neighborhood-survivability/barber-shop,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/barber-shop,17.8,33.5,StreetSpring Survivability Dataset 2026
san-francisco,barber-shop,9,Good,24,76.1,82.2,66.5,82.7,80.8,67.8,66.0,2026,/resources/guides/national/city-survivability/barber-shop,/resources/guides/national/neighborhood-survivability/barber-shop,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/barber-shop,17.8,33.5,StreetSpring Survivability Dataset 2026
los-angeles,barber-shop,10,Good,24,75.9,84.0,64.7,84.0,82.7,66.0,64.2,2026,/resources/guides/national/city-survivability/barber-shop,/resources/guides/national/neighborhood-survivability/barber-shop,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/barber-shop,16.0,35.3,StreetSpring Survivability Dataset 2026
charlotte,barber-shop,11,Good,24,75.5,83.6,64.7,84.0,82.2,66.0,64.2,2026,/resources/guides/national/city-survivability/barber-shop,/resources/guides/national/neighborhood-survivability/barber-shop,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/barber-shop,16.4,35.3,StreetSpring Survivability Dataset 2026
san-antonio,barber-shop,12,Good,24,75.5,82.2,65.1,82.7,80.8,66.5,64.7,2026,/resources/guides/national/city-survivability/barber-shop,/resources/guides/national/neighborhood-survivability/barber-shop,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/barber-shop,17.8,34.9,StreetSpring Survivability Dataset 2026
philadelphia,barber-shop,13,Good,24,75.4,84.0,65.5,84.0,82.7,66.9,65.1,2026,/resources/guides/national/city-survivability/barber-shop,/resources/guides/national/neighborhood-survivability/barber-shop,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/barber-shop,16.0,34.5,StreetSpring Survivability Dataset 2026
houston,barber-shop,15,Good,24,75.3,82.7,63.8,83.1,81.3,65.1,63.3,2026,/resources/guides/national/city-survivability/barber-shop,/resources/guides/national/neighborhood-survivability/barber-shop,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/barber-shop,17.3,36.2,StreetSpring Survivability Dataset 2026
seattle,barber-shop,16,Good,24,75.3,83.1,64.7,83.6,81.8,66.0,64.2,2026,/resources/guides/national/city-survivability/barber-shop,/resources/guides/national/neighborhood-survivability/barber-shop,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/barber-shop,16.9,35.3,StreetSpring Survivability Dataset 2026
boston,barber-shop,14,Good,24,75.3,82.7,62.0,83.1,81.3,63.3,61.5,2026,/resources/guides/national/city-survivability/barber-shop,/resources/guides/national/neighborhood-survivability/barber-shop,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/barber-shop,17.3,38.0,StreetSpring Survivability Dataset 2026
minneapolis,barber-shop,17,Good,24,75.1,82.2,63.3,82.7,80.8,64.7,62.9,2026,/resources/guides/national/city-survivability/barber-shop,/resources/guides/national/neighborhood-survivability/barber-shop,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/barber-shop,17.8,36.7,StreetSpring Survivability Dataset 2026
atlanta,barber-shop,18,Good,24,75.0,81.8,64.2,82.2,80.4,65.5,63.8,2026,/resources/guides/national/city-survivability/barber-shop,/resources/guides/national/neighborhood-survivability/barber-shop,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/barber-shop,18.2,35.8,StreetSpring Survivability Dataset 2026
san-diego,barber-shop,19,Good,24,74.9,81.3,63.3,81.8,80.0,64.7,62.9,2026,/resources/guides/national/city-survivability/barber-shop,/resources/guides/national/neighborhood-survivability/barber-shop,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/barber-shop,18.7,36.7,StreetSpring Survivability Dataset 2026
st-louis,barber-shop,20,Good,24,74.0,84.0,61.0,84.0,82.7,62.4,60.6,2026,/resources/guides/national/city-survivability/barber-shop,/resources/guides/national/neighborhood-survivability/barber-shop,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/barber-shop,16.0,39.0,StreetSpring Survivability Dataset 2026
chicago,barber-shop,21,Good,24,73.8,82.2,61.5,82.7,80.8,62.9,61.0,2026,/resources/guides/national/city-survivability/barber-shop,/resources/guides/national/neighborhood-survivability/barber-shop,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/barber-shop,17.8,38.5,StreetSpring Survivability Dataset 2026
baltimore,barber-shop,22,Good,24,73.5,82.2,65.1,82.7,80.8,66.5,64.7,2026,/resources/guides/national/city-survivability/barber-shop,/resources/guides/national/neighborhood-survivability/barber-shop,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/barber-shop,17.8,34.9,StreetSpring Survivability Dataset 2026
detroit,barber-shop,23,Good,24,72.6,81.8,62.4,82.2,80.4,63.8,62.0,2026,/resources/guides/national/city-survivability/barber-shop,/resources/guides/national/neighborhood-survivability/barber-shop,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/barber-shop,18.2,37.6,StreetSpring Survivability Dataset 2026
denver,barber-shop,24,Good,24,72.4,80.0,65.5,80.4,78.6,66.9,65.1,2026,/resources/guides/national/city-survivability/barber-shop,/resources/guides/national/neighborhood-survivability/barber-shop,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/barber-shop,20.0,34.5,StreetSpring Survivability Dataset 2026
chicago,moroccan-restaurant,1,Great,15,81.9,84.0,71.4,84.0,84.0,72.8,71.0,2026,/resources/guides/national/city-survivability/moroccan-restaurant,/resources/guides/national/neighborhood-survivability/moroccan-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/moroccan-restaurant,16.0,28.6,StreetSpring Survivability Dataset 2026
dallas,moroccan-restaurant,2,Good,15,79.5,82.2,75.5,82.7,80.8,76.8,75.0,2026,/resources/guides/national/city-survivability/moroccan-restaurant,/resources/guides/national/neighborhood-survivability/moroccan-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/moroccan-restaurant,17.8,24.5,StreetSpring Survivability Dataset 2026
phoenix,moroccan-restaurant,3,Good,15,78.8,84.0,71.8,84.0,84.0,73.2,71.4,2026,/resources/guides/national/city-survivability/moroccan-restaurant,/resources/guides/national/neighborhood-survivability/moroccan-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/moroccan-restaurant,16.0,28.2,StreetSpring Survivability Dataset 2026
houston,moroccan-restaurant,4,Good,15,78.7,84.0,68.2,84.0,84.0,69.6,67.8,2026,/resources/guides/national/city-survivability/moroccan-restaurant,/resources/guides/national/neighborhood-survivability/moroccan-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/moroccan-restaurant,16.0,31.8,StreetSpring Survivability Dataset 2026
miami,moroccan-restaurant,5,Good,15,78.5,84.0,71.8,84.0,84.0,73.2,71.4,2026,/resources/guides/national/city-survivability/moroccan-restaurant,/resources/guides/national/neighborhood-survivability/moroccan-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/moroccan-restaurant,16.0,28.2,StreetSpring Survivability Dataset 2026
denver,moroccan-restaurant,6,Good,15,78.0,82.7,71.8,83.1,81.3,73.2,71.4,2026,/resources/guides/national/city-survivability/moroccan-restaurant,/resources/guides/national/neighborhood-survivability/moroccan-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/moroccan-restaurant,17.3,28.2,StreetSpring Survivability Dataset 2026
los-angeles,moroccan-restaurant,9,Good,15,77.9,84.0,71.0,84.0,84.0,72.3,70.5,2026,/resources/guides/national/city-survivability/moroccan-restaurant,/resources/guides/national/neighborhood-survivability/moroccan-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/moroccan-restaurant,16.0,29.0,StreetSpring Survivability Dataset 2026
detroit,moroccan-restaurant,8,Good,15,77.9,84.0,69.6,84.0,84.0,71.0,69.2,2026,/resources/guides/national/city-survivability/moroccan-restaurant,/resources/guides/national/neighborhood-survivability/moroccan-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/moroccan-restaurant,16.0,30.4,StreetSpring Survivability Dataset 2026
boston,moroccan-restaurant,7,Good,15,77.9,84.0,70.0,84.0,84.0,71.4,69.6,2026,/resources/guides/national/city-survivability/moroccan-restaurant,/resources/guides/national/neighborhood-survivability/moroccan-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/moroccan-restaurant,16.0,30.0,StreetSpring Survivability Dataset 2026
san-francisco,moroccan-restaurant,10,Good,15,77.6,84.0,71.0,84.0,84.0,72.3,70.5,2026,/resources/guides/national/city-survivability/moroccan-restaurant,/resources/guides/national/neighborhood-survivability/moroccan-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/moroccan-restaurant,16.0,29.0,StreetSpring Survivability Dataset 2026
seattle,moroccan-restaurant,11,Good,15,77.5,84.0,68.2,84.0,84.0,69.6,67.8,2026,/resources/guides/national/city-survivability/moroccan-restaurant,/resources/guides/national/neighborhood-survivability/moroccan-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/moroccan-restaurant,16.0,31.8,StreetSpring Survivability Dataset 2026
minneapolis,moroccan-restaurant,12,Good,15,77.1,84.0,70.5,84.0,84.0,71.8,70.0,2026,/resources/guides/national/city-survivability/moroccan-restaurant,/resources/guides/national/neighborhood-survivability/moroccan-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/moroccan-restaurant,16.0,29.5,StreetSpring Survivability Dataset 2026
new-york-city,moroccan-restaurant,13,Good,15,76.9,84.0,67.3,84.0,84.0,68.7,66.9,2026,/resources/guides/national/city-survivability/moroccan-restaurant,/resources/guides/national/neighborhood-survivability/moroccan-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/moroccan-restaurant,16.0,32.7,StreetSpring Survivability Dataset 2026
washington-dc,moroccan-restaurant,14,Good,15,76.9,84.0,70.0,84.0,84.0,71.4,69.6,2026,/resources/guides/national/city-survivability/moroccan-restaurant,/resources/guides/national/neighborhood-survivability/moroccan-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/moroccan-restaurant,16.0,30.0,StreetSpring Survivability Dataset 2026
philadelphia,moroccan-restaurant,15,Good,15,76.8,84.0,69.2,84.0,84.0,70.5,68.7,2026,/resources/guides/national/city-survivability/moroccan-restaurant,/resources/guides/national/neighborhood-survivability/moroccan-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/moroccan-restaurant,16.0,30.8,StreetSpring Survivability Dataset 2026
chicago,south-african-restaurant,1,Great,15,81.9,84.0,71.4,84.0,84.0,72.8,71.0,2026,/resources/guides/national/city-survivability/south-african-restaurant,/resources/guides/national/neighborhood-survivability/south-african-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/south-african-restaurant,16.0,28.6,StreetSpring Survivability Dataset 2026
dallas,south-african-restaurant,2,Good,15,79.5,83.6,75.0,84.0,82.2,76.3,74.5,2026,/resources/guides/national/city-survivability/south-african-restaurant,/resources/guides/national/neighborhood-survivability/south-african-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/south-african-restaurant,16.4,25.0,StreetSpring Survivability Dataset 2026
phoenix,south-african-restaurant,4,Good,15,79.0,84.0,72.3,84.0,84.0,73.7,71.8,2026,/resources/guides/national/city-survivability/south-african-restaurant,/resources/guides/national/neighborhood-survivability/south-african-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/south-african-restaurant,16.0,27.7,StreetSpring Survivability Dataset 2026
houston,south-african-restaurant,3,Good,15,79.0,84.0,67.8,84.0,84.0,69.2,67.3,2026,/resources/guides/national/city-survivability/south-african-restaurant,/resources/guides/national/neighborhood-survivability/south-african-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/south-african-restaurant,16.0,32.2,StreetSpring Survivability Dataset 2026
miami,south-african-restaurant,5,Good,15,78.7,84.0,72.3,84.0,84.0,73.7,71.8,2026,/resources/guides/national/city-survivability/south-african-restaurant,/resources/guides/national/neighborhood-survivability/south-african-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/south-african-restaurant,16.0,27.7,StreetSpring Survivability Dataset 2026
